id,barrio,zona,latitud,longitud,distancia_km,tarifa_base,recargo_distancia,tarifa_total,tiempo_entrega_min
151,REMANSOS DEL LLANO,Sector Terminal,4.1281,-73.6266,3.1,6000,3000,9000,17
152,SAN GERARDO,Sector Terminal,4.13,-73.6339,3.1,6000,3000,9000,17
153,QUINTAS DE SANTA CLARA,Sector Terminal,4.1244,-73.6307,3.1,6000,3000,9000,17
154,AMARILO MORICHAL,Sector Amarilo,4.108,-73.605,5.2,6000,6000,12000,23
155,AMARILO CIMARON,Sector Amarilo,4.108,-73.605,5.2,6000,6000,12000,23
156,AMARILO ALBORADA,Sector Amarilo,4.108,-73.605,5.2,6000,6000,12000,23
157,AMARILO PIEDEMONTE,Sector Amarilo,4.108,-73.605,5.2,6000,6000,12000,23
158,AMARILO ARAUCO,Sector Amarilo,4.108,-73.605,5.2,6000,6000,12000,23
159,AMARILO ZAINOS,Sector Amarilo,4.108,-73.605,5.2,6000,6000,12000,23
160,Página 330,Sector Amarilo,4.105,-73.6087,5.2,6000,6000,12000,23
161,"AMARILO PASOLLONO 1,2,3,4",Sector Amarilo,4.108,-73.605,5.2,6000,6000,12000,23
162,AMARILO ALCARABN,Sector Amarilo,4.108,-73.605,5.2,6000,6000,12000,23
163,AMARILO MAPIRE,Sector Amarilo,4.108,-73.605,5.2,6000,6000,12000,23
164,AMARILO OCARROS,Sector Amarilo,4.108,-73.605,5.2,6000,6000,12000,23
165,AMARILO ARBOLEDA CAMPESTRE,Sector Amarilo,4.108,-73.605,5.2,6000,6000,12000,23
166,AMARILO PRADO VERDE,Sector Amarilo,4.108,-73.605,5.2,6000,6000,12000,23
167,AMARILO ARBOLEDA CAMPESTRE IV,Sector Amarilo,4.108,-73.605,5.2,6000,6000,12000,23
168,"AMARILO LLANO ALTO 1,2,3,4",Sector Amarilo,4.108,-73.605,5.2,6000,6000,12000,23
169,VILLA HERMOSA,Sector Los Centauros,4.1157,-73.6117,4.5,6000,5000,11000,21
170,CONDOMINIO CAMPSTRE CARACOLI,Sector Los Centauros,4.1082,-73.6096,4.5,6000,5000,11000,21
171,GIMNASIO LOS ALCAZARES,Sector Los Centauros,4.1156,-73.606,4.5,6000,5000,11000,21
172,LAS MERCEDES,Sector Los Centauros,4.1098,-73.6117,4.5,6000,5000,11000,21
173,MULTIFAMILIARES CENTAUROS,Sector Los Centauros,4.1118,-73.6094,4.5,6000,5000,11000,21
174,"BLOQUE A,B,C,D",Sector Los Centauros,4.1083,-73.6079,4.5,6000,5000,11000,21
175,PORTALES DE GRATAMIRA,Sector Los Centauros,4.1122,-73.6074,4.5,6000,5000,11000,21
176,BALCONES DE GRATAMIRA,Sector Los Centauros,4.1082,-73.6135,4.5,6000,5000,11000,21
177,"TORRES DE SALERMO 1,2",Sector Los Centauros,4.1141,-73.6111,4.5,6000,5000,11000,21
178,CONDOMINIO SANTA ANA,Sector Los Centauros,4.1165,-73.6093,4.5,6000,5000,11000,21
179,CONDOMINIO LA FONTANA,Sector Los Centauros,4.1143,-73.6131,4.5,6000,5000,11000,21
180,CONDOMINIO SANTA PAULA,Sector Los Centauros,4.1079,-73.6091,4.5,6000,5000,11000,21
181,PRADOS DE MARICURE,Sector Los Centauros,4.1078,-73.6079,4.5,6000,5000,11000,21
182,UNIVERSIDAD UNIMINUTO,Sector Los Centauros,4.1123,-73.6113,4.5,6000,5000,11000,21
183,CANCHA SINTETICA QUARZO,Sector Los Centauros,4.1146,-73.6146,4.5,6000,5000,11000,21
184,RENAUULT CASATORO,Sector Los Centauros,4.1135,-73.6097,4.5,6000,5000,11000,21
185,CHEVROLET,Sector Los Centauros,4.1074,-73.6075,4.5,6000,5000,11000,21
186,NISSAN,Sector Los Centauros,4.1079,-73.612,4.5,6000,5000,11000,21
187,SUZUKI ALCALA MOTOR,Sector Los Centauros,4.1133,-73.6147,4.5,6000,5000,11000,21
188,CANCHA MONACO,Sector Los Centauros,4.1086,-73.6136,4.5,6000,5000,11000,21
189,BAR TERRAZA,Sector Los Centauros,4.116,-73.6066,4.5,6000,5000,11000,21
190,7 DE AGOSTO,Sector Barzal,4.1469,-73.64,2.4,6000,2000,8000,16
191,BARZAL BAJO,Sector Barzal,4.1442,-73.6365,2.4,6000,2000,8000,16
192,BARZAL ALTO,Sector Barzal,4.1435,-73.6375,2.4,6000,2000,8000,16
193,CLUB VILLAVICENCIO,Sector Barzal,4.1462,-73.6342,2.4,6000,2000,8000,16
194,MESETAS,Sector Barzal,4.1401,-73.6375,2.4,6000,2000,8000,16
195,ELECTRIFICADORA EMSA,Sector Barzal,4.1455,-73.6334,2.4,6000,2000,8000,16
196,BALATA,Sector Barzal,4.1487,-73.6389,2.4,6000,2000,8000,16
197,Página 331,Sector Barzal,4.1438,-73.6341,3.8,6000,4000,10000,19
198,CAMOA,Sector Salud Barzal,4.1415,-73.6414,3.1,6000,3000,9000,17
199,SALLE,Sector Salud Barzal,4.1435,-73.6326,3.1,6000,3000,9000,17
200,POZO VEIENTE,Sector Salud Barzal,4.1485,-73.6321,3.1,6000,3000,9000,17
201,RECODO BARZAL,Sector Salud Barzal,4.1442,-73.6365,3.1,6000,3000,9000,17
202,AZOTEA,Sector Salud Barzal,4.1484,-73.6378,3.1,6000,3000,9000,17
203,HOSPITAL DEPARTAMENTAL,Sector Salud Barzal,4.1398,-73.6378,3.1,6000,3000,9000,17
