id,barrio,zona,latitud,longitud,distancia_km,tarifa_base,recargo_distancia,tarifa_total,tiempo_entrega_min
235,PRADERA,Sector Grama Conjuntos Y Edificios,4.1561,-73.6405,1.9,6000,7000,13000,24
236,CONDOMINIO PUERTA DEL SOL,Sector Grama Conjuntos Y Edificios,4.1564,-73.6393,1.6,6000,6000,12000,23
237,"CONJUNTO RESIDENCIAL CAMBULOS 1,2,3",Sector Grama Conjuntos Y Edificios,4.1631,-73.644,2.0,6000,6000,12000,23
238,"COJUNTO RESIDENCIAL SAN ANGEL 1,2",Sector Grama Conjuntos Y Edificios,4.1595,-73.6366,1.8,6000,6000,12000,23
239,CONJUNTO PRADROS DE SAN FRANCISCO,Sector Grama Conjuntos Y Edificios,4.155,-73.6448,1.1,6000,6000,12000,23
240,"SAN ANGEL 1,2",Sector Grama Conjuntos Y Edificios,4.1555,-73.6367,1.8,6000,7000,13000,24
241,"LOS CAMBULOS 1,2,3",Sector Grama Conjuntos Y Edificios,4.1593,-73.6369,1.8,6000,7000,13000,24
242,PANORAMA DEL CAMPO,Sector Grama Conjuntos Y Edificios,4.161,-73.6368,1.5,6000,7000,13000,24
243,LA ARENERA,Sector Caudal,4.1606,-73.6374,1.4,6000,5000,11000,21
244,CAUDAL,Sector Caudal,4.1595,-73.638,1.5,6000,5000,11000,21
245,CONJUNTO TRIANGULO,Sector Caudal,4.1621,-73.6388,1.6,6000,5000,11000,21
246,EDIFICIO MONTEBELLO,Sector Caudal,4.164,-73.6412,1.3,6000,5000,11000,21
247,"TORRES DEL CAUDAL 1,2",Sector Caudal,4.1595,-73.638,1.5,6000,5000,11000,21
248,TERRAZAS DEL LLANO,Sector Caudal,4.1639,-73.6342,1.3,6000,5000,11000,21
249,TORRRES CLUB,Sector Caudal,4.1643,-73.6356,0.9,6000,5000,11000,21
250,CLUB META,Sector Caudal,4.1628,-73.6429,1.4,6000,5000,11000,21
251,EDIFICIO PLAZA,Sector Caudal,4.1594,-73.6352,1.6,6000,5000,11000,21
252,ALAMEDA ORIENTAL CAUDAL,Sector Caudal,4.1595,-73.638,1.5,6000,5000,11000,21
253,EDIFICIO COSTA BELLA CAUDAL ALTO,Sector Caudal,4.1595,-73.638,1.5,6000,5000,11000,21
254,EDIDIFICIO AGORA,Sector Caudal,4.1635,-73.6359,1.5,6000,5000,11000,21
255,CONJUNTO ARAGUANEY CAUDAL,Sector Caudal,4.1595,-73.638,1.5,6000,5000,11000,21
256,HOTEL DEL LLANO,Sector Caudal,4.1569,-73.6358,1.6,6000,5000,11000,21
257,EDIFICIO BELLO HORISONTE CAUDAL,Sector Caudal,4.1595,-73.638,1.5,6000,5000,11000,21
258,CONJUNTO SARARE CAUDAL,Sector Caudal,4.1595,-73.638,1.5,6000,5000,11000,21
259,VALLES DE ARAGON,Sector Este Kirpas,4.1381,-73.6036,3.5,6000,9000,15000,28
260,GAVIOTAS,Sector Este Kirpas,4.1336,-73.6065,3.3,6000,9000,15000,28
261,FIKUS,Sector Este Kirpas,4.1375,-73.6019,3.3,6000,9000,15000,28
262,VILLAMELIA,Sector Este Kirpas,4.1343,-73.605,2.5,6000,9000,15000,28
263,ACAPULCO,Sector Este Kirpas,4.1344,-73.6099,2.7,6000,9000,15000,28
264,KIRPAS,Sector Este Kirpas,4.138,-73.605,3.1,6000,9000,15000,28
265,VILLA SAMPER,Sector Este Kirpas,4.1355,-73.6017,2.7,6000,9000,15000,28
266,SABANA DE KIRPAS,Sector Este Kirpas,4.138,-73.605,3.4,6000,9000,15000,28
267,CAROLINA KIRPAS,Sector Este Kirpas,4.138,-73.605,3.1,6000,9000,15000,28
268,MIRADOR DEL LLANO 2,Sector Este Kirpas,4.1369,-73.6058,3.2,6000,9000,15000,28
269,CAVIVIR,Sector Este Kirpas,4.1388,-73.6024,3.1,6000,9000,15000,28
270,SOCIEGO KIRPAS,Sector Este Kirpas,4.138,-73.605,3.1,6000,9000,15000,28
